N° da fatura,Data da fatura,ID Cliente,País,Quantidade,Valor,Horario,DataBR
550535,2021-04-19 11:19:00,14211.0,United Kingdom,72,155.6,11:19:00,19/04/2021
555213,2021-06-01 12:22:00,13094.0,United Kingdom,144,152.64,12:22:00,01/06/2021
549923,2021-04-13 09:59:00,13138.0,United Kingdom,72,193.62,09:59:00,13/04/2021
575198,2021-11-09 09:47:00,12921.0,United Kingdom,19,71.25,09:47:00,09/11/2021
569005,2021-09-29 18:30:00,16268.0,United Kingdom,465,493.76,18:30:00,29/09/2021
566307,2021-09-12 09:37:00,14307.0,United Kingdom,323,656.23,09:37:00,12/09/2021
539049,2020-12-15 16:21:00,15615.0,United Kingdom,364,1048.64,16:21:00,15/12/2020
549684,2021-04-11 13:24:00,,United Kingdom,1,30.0,13:24:00,11/04/2021
580068,2021-12-01 13:41:00,17321.0,United Kingdom,5,41.25,13:41:00,01/12/2021
542745,2021-01-31 16:47:00,15881.0,United Kingdom,154,339.29,16:47:00,31/01/2021
575525,2021-11-10 11:06:00,13983.0,United Kingdom,72,128.88,11:06:00,10/11/2021
542936,2021-02-02 11:10:00,,United Kingdom,144,161.56,11:10:00,02/02/2021
565682,2021-09-06 10:42:00,14796.0,United Kingdom,467,835.95,10:42:00,06/09/2021
562220,2021-08-03 14:19:00,15150.0,United Kingdom,108,304.42,14:19:00,03/08/2021
562002,2021-08-01 13:48:00,14567.0,United Kingdom,172,800.76,13:48:00,01/08/2021
538010,2020-12-09 12:20:00,17526.0,United Kingdom,40,226.8,12:20:00,09/12/2020
579089,2021-11-28 10:46:00,17920.0,United Kingdom,58,111.11,10:46:00,28/11/2021
560713,2021-07-20 13:09:00,16774.0,United Kingdom,56,160.8,13:09:00,20/07/2021
571098,2021-10-13 15:38:00,17841.0,United Kingdom,200,437.43,15:38:00,13/10/2021
574994,2021-11-08 11:03:00,17870.0,United Kingdom,62,143.11,11:03:00,08/11/2021
570257,2021-10-10 09:56:00,13767.0,United Kingdom,129,380.31,09:56:00,10/10/2021
541669,2021-01-20 12:29:00,17315.0,United Kingdom,172,331.76,12:29:00,20/01/2021
552404,2021-05-09 12:39:00,15932.0,United Kingdom,262,305.02,12:39:00,09/05/2021
566035,2021-09-08 13:17:00,12839.0,United Kingdom,286,413.58,13:17:00,08/09/2021
576911,2021-11-17 10:01:00,17461.0,United Kingdom,342,349.2,10:01:00,17/11/2021
572272,2021-10-21 16:18:00,13171.0,United Kingdom,60,132.54,16:18:00,21/10/2021
577783,2021-11-21 16:20:00,18139.0,United Kingdom,1644,2786.4,16:20:00,21/11/2021
578757,2021-11-25 11:41:00,12748.0,United Kingdom,256,420.41,11:41:00,25/11/2021
542351,2021-01-27 12:13:00,14560.0,United Kingdom,39,152.25,12:13:00,27/01/2021
559164,2021-07-06 16:39:00,16422.0,United Kingdom,406,587.46,16:39:00,06/07/2021
578150,2021-11-23 11:18:00,16020.0,United Kingdom,10,16.5,11:18:00,23/11/2021
558770,2021-07-03 15:19:00,12748.0,United Kingdom,60,115.55,15:19:00,03/07/2021
580386,2021-12-04 10:29:00,18065.0,United Kingdom,50,188.9,10:29:00,04/12/2021
570252,2021-10-10 09:14:00,14665.0,United Kingdom,238,559.52,09:14:00,10/10/2021
536782,2020-12-02 15:18:00,17567.0,United Kingdom,244,517.95,15:18:00,02/12/2020
571082,2021-10-13 15:25:00,,United Kingdom,479,1354.71,15:25:00,13/10/2021
551984,2021-05-05 14:37:00,15841.0,United Kingdom,234,281.66,14:37:00,05/05/2021
564476,2021-08-25 12:57:00,12610.0,Italy,168,309.5,12:57:00,25/08/2021
540353,2021-01-06 14:53:00,13764.0,United Kingdom,282,499.89,14:53:00,06/01/2021
558706,2021-07-01 12:52:00,16839.0,United Kingdom,320,416.96,12:52:00,01/07/2021
566278,2021-09-11 14:05:00,13614.0,United Kingdom,67,302.15,14:05:00,11/09/2021
540477,2021-01-07 14:49:00,13233.0,United Kingdom,404,304.24,14:49:00,07/01/2021
569695,2021-10-05 15:35:00,16843.0,United Kingdom,938,993.88,15:35:00,05/10/2021
538308,2020-12-10 13:29:00,14107.0,United Kingdom,268,363.24,13:29:00,10/12/2020
549054,2021-04-06 10:21:00,17719.0,United Kingdom,109,312.19,10:21:00,06/04/2021
555626,2021-06-06 11:55:00,16103.0,United Kingdom,92,270.8,11:55:00,06/06/2021
563921,2021-08-21 14:00:00,16407.0,United Kingdom,2,15.9,14:00:00,21/08/2021
563943,2021-08-22 10:04:00,13139.0,United Kingdom,268,540.92,10:04:00,22/08/2021
575854,2021-11-11 12:20:00,14125.0,United Kingdom,486,1111.08,12:20:00,11/11/2021
552764,2021-05-11 11:34:00,17489.0,United Kingdom,232,208.56,11:34:00,11/05/2021
571407,2021-10-17 12:16:00,13750.0,United Kingdom,85,330.63,12:16:00,17/10/2021
548208,2021-03-29 17:12:00,14189.0,United Kingdom,224,314.1,17:12:00,29/03/2021
556922,2021-06-15 13:56:00,12748.0,United Kingdom,5,14.25,13:56:00,15/06/2021
572076,2021-10-20 14:01:00,13761.0,United Kingdom,418,578.94,14:01:00,20/10/2021
544189,2021-02-16 16:40:00,15867.0,United Kingdom,36,133.0,16:40:00,16/02/2021
562543,2021-08-05 15:45:00,13552.0,United Kingdom,216,463.9,15:45:00,05/08/2021
573136,2021-10-27 17:00:00,12709.0,Germany,110,268.68,17:00:00,27/10/2021
558261,2021-06-28 08:39:00,16945.0,United Kingdom,24,10.08,08:39:00,28/06/2021
581482,2021-12-09 09:08:00,17490.0,United Kingdom,228,488.4,09:08:00,09/12/2021
579740,2021-11-30 14:30:00,,United Kingdom,13,32.07,14:30:00,30/11/2021
559538,2021-07-10 12:25:00,16880.0,United Kingdom,135,269.49,12:25:00,10/07/2021
548862,2021-04-04 13:47:00,17956.0,United Kingdom,1,12.75,13:47:00,04/04/2021
565569,2021-09-05 12:21:00,14111.0,United Kingdom,18,48.3,12:21:00,05/09/2021
556047,2021-06-08 12:57:00,12901.0,United Kingdom,90,276.24,12:57:00,08/06/2021
548189,2021-03-29 15:15:00,16607.0,United Kingdom,163,141.41,15:15:00,29/03/2021
557213,2021-06-17 12:16:00,15021.0,United Kingdom,119,218.14,12:16:00,17/06/2021
571310,2021-10-17 10:17:00,13394.0,United Kingdom,463,371.73,10:17:00,17/10/2021
542254,2021-01-26 16:41:00,14733.0,United Kingdom,133,511.69,16:41:00,26/01/2021
548546,2021-03-31 19:20:00,16600.0,United Kingdom,186,111.6,19:20:00,31/03/2021
558563,2021-06-30 13:43:00,14561.0,United Kingdom,192,344.92,13:43:00,30/06/2021
543385,2021-02-07 16:24:00,,United Kingdom,1,7.95,16:24:00,07/02/2021
546034,2021-03-09 09:44:00,14032.0,United Kingdom,291,309.64,09:44:00,09/03/2021
557602,2021-06-21 11:57:00,14110.0,United Kingdom,156,379.72,11:57:00,21/06/2021
544596,2021-02-21 17:35:00,16441.0,United Kingdom,110,211.0,17:35:00,21/02/2021
553006,2021-05-12 16:45:00,15544.0,United Kingdom,393,560.35,16:45:00,12/05/2021
542634,2021-01-31 10:42:00,15448.0,United Kingdom,232,494.64,10:42:00,31/01/2021
540536,2021-01-09 14:21:00,17757.0,United Kingdom,93,145.5,14:21:00,09/01/2021
536568,2020-12-01 15:28:00,16048.0,United Kingdom,12,5.04,15:28:00,01/12/2020
545686,2021-03-06 12:09:00,18211.0,United Kingdom,56,137.9,12:09:00,06/03/2021
553861,2021-05-19 13:58:00,13591.0,United Kingdom,135,314.03,13:58:00,19/05/2021
567370,2021-09-20 09:13:00,14236.0,United Kingdom,272,301.56,09:13:00,20/09/2021
560034,2021-07-14 13:35:00,13933.0,United Kingdom,113,300.99,13:35:00,14/07/2021
547419,2021-03-23 10:27:00,15061.0,United Kingdom,1135,1649.58,10:27:00,23/03/2021
565680,2021-09-06 10:27:00,14560.0,United Kingdom,240,100.8,10:27:00,06/09/2021
561244,2021-07-26 11:24:00,13865.0,United Kingdom,54,100.82,11:24:00,26/07/2021
542155,2021-01-26 10:51:00,15777.0,United Kingdom,112,285.6,10:51:00,26/01/2021
572023,2021-10-20 11:03:00,17764.0,United Kingdom,247,556.85,11:03:00,20/10/2021
577749,2021-11-21 14:26:00,16242.0,United Kingdom,299,534.2,14:26:00,21/11/2021
550901,2021-04-21 12:12:00,13389.0,United Kingdom,115,257.89,12:12:00,21/04/2021
555546,2021-06-05 13:09:00,17735.0,United Kingdom,118,228.3,13:09:00,05/06/2021
561900,2021-07-31 15:31:00,16655.0,United Kingdom,523,638.19,15:31:00,31/07/2021
547963,2021-03-28 15:42:00,13037.0,United Kingdom,158,250.42,15:42:00,28/03/2021
575968,2021-11-13 12:47:00,14882.0,United Kingdom,92,341.8,12:47:00,13/11/2021
571745,2021-10-19 10:48:00,14911.0,EIRE,711,1588.75,10:48:00,19/10/2021
539986,2020-12-23 15:21:00,,United Kingdom,7,15.25,15:21:00,23/12/2020
543115,2021-02-03 13:27:00,14606.0,United Kingdom,72,120.75,13:27:00,03/02/2021
552947,2021-05-12 11:57:00,16943.0,United Kingdom,20,172.1,11:57:00,12/05/2021
550002,2021-04-14 09:30:00,12709.0,Germany,41,68.0,09:30:00,14/04/2021
569539,2021-10-04 15:58:00,18102.0,United Kingdom,112,557.76,15:58:00,04/10/2021
569863,2021-10-06 14:44:00,,United Kingdom,1,9.95,14:44:00,06/10/2021
545812,2021-03-07 12:26:00,14214.0,United Kingdom,313,638.65,12:26:00,07/03/2021
569740,2021-10-06 10:52:00,15769.0,United Kingdom,1600,2924.0,10:52:00,06/10/2021
564648,2021-08-26 14:04:00,15641.0,United Kingdom,466,581.82,14:04:00,26/08/2021
551859,2021-05-04 15:37:00,14336.0,United Kingdom,301,230.03,15:37:00,04/05/2021
538070,2020-12-09 14:08:00,16519.0,United Kingdom,24,103.7,14:08:00,09/12/2020
576848,2021-11-16 15:38:00,15051.0,United Kingdom,124,245.68,15:38:00,16/11/2021
546442,2021-03-14 10:38:00,15159.0,United Kingdom,54,207.3,10:38:00,14/03/2021
560422,2021-07-18 15:14:00,16746.0,United Kingdom,162,300.18,15:14:00,18/07/2021
559948,2021-07-14 10:41:00,12653.0,Israel,633,1430.75,10:41:00,14/07/2021
539688,2020-12-21 11:00:00,12678.0,France,1,150.0,11:00:00,21/12/2020
548916,2021-04-05 10:07:00,14849.0,United Kingdom,377,422.34,10:07:00,05/04/2021
565851,2021-09-07 13:06:00,14911.0,EIRE,332,637.29,13:06:00,07/09/2021
538909,2020-12-15 10:48:00,13491.0,United Kingdom,18,97.5,10:48:00,15/12/2020
553475,2021-05-17 11:31:00,18102.0,United Kingdom,306,866.4,11:31:00,17/05/2021
536523,2020-12-01 12:50:00,12868.0,United Kingdom,112,203.3,12:50:00,01/12/2020
547571,2021-03-24 09:52:00,16265.0,United Kingdom,182,432.3,09:52:00,24/03/2021
557871,2021-06-23 12:41:00,13458.0,United Kingdom,130,300.78,12:41:00,23/06/2021
553017,2021-05-12 19:01:00,12757.0,Portugal,311,602.83,19:01:00,12/05/2021
549471,2021-04-08 14:39:00,17389.0,United Kingdom,72,73.5,14:39:00,08/04/2021
573924,2021-11-02 09:45:00,15065.0,United Kingdom,202,299.38,09:45:00,02/11/2021
576641,2021-11-16 09:59:00,17549.0,United Kingdom,150,120.66,09:59:00,16/11/2021
574746,2021-11-07 08:30:00,16523.0,United Kingdom,198,676.8,08:30:00,07/11/2021
546019,2021-03-08 17:25:00,14507.0,United Kingdom,50,39.49,17:25:00,08/03/2021
556809,2021-06-14 16:48:00,17179.0,United Kingdom,82,223.48,16:48:00,14/06/2021
567768,2021-09-22 11:17:00,15950.0,United Kingdom,123,255.84,11:17:00,22/09/2021
574661,2021-11-06 11:56:00,13447.0,United Kingdom,166,430.3,11:56:00,06/11/2021
549838,2021-04-12 13:39:00,16705.0,United Kingdom,48,96.0,13:39:00,12/04/2021
547519,2021-03-23 14:46:00,16308.0,United Kingdom,1000,320.0,14:46:00,23/03/2021
577080,2021-11-17 15:24:00,17001.0,United Kingdom,172,357.6,15:24:00,17/11/2021
560048,2021-07-14 15:02:00,13515.0,United Kingdom,127,132.16,15:02:00,14/07/2021
568709,2021-09-28 15:42:00,15036.0,United Kingdom,176,219.86,15:42:00,28/09/2021
539651,2020-12-20 16:19:00,,United Kingdom,26,32.5,16:19:00,20/12/2020
578171,2021-11-23 11:36:00,17685.0,United Kingdom,207,392.4,11:36:00,23/11/2021
576400,2021-11-15 10:51:00,13632.0,United Kingdom,288,452.14,10:51:00,15/11/2021
557640,2021-06-21 16:24:00,,United Kingdom,364,1760.85,16:24:00,21/06/2021
543013,2021-02-02 13:35:00,,United Kingdom,310,1340.77,13:35:00,02/02/2021
542083,2021-01-25 12:26:00,18008.0,United Kingdom,355,130.81,12:26:00,25/01/2021
579759,2021-11-30 15:02:00,15251.0,United Kingdom,244,363.88,15:02:00,30/11/2021
537628,2020-12-07 15:02:00,16293.0,United Kingdom,189,378.75,15:02:00,07/12/2020
542096,2021-01-25 12:52:00,17236.0,United Kingdom,141,199.33,12:52:00,25/01/2021
576909,2021-11-17 09:49:00,12471.0,Germany,519,1072.12,09:49:00,17/11/2021
560105,2021-07-14 19:23:00,16794.0,United Kingdom,263,222.13,19:23:00,14/07/2021
541709,2021-01-21 11:09:00,17504.0,United Kingdom,233,441.15,11:09:00,21/01/2021
578272,2021-11-23 13:40:00,17463.0,United Kingdom,126,198.31,13:40:00,23/11/2021
555363,2021-06-02 14:15:00,14453.0,United Kingdom,49,119.93,14:15:00,02/06/2021
566033,2021-09-08 13:07:00,16031.0,United Kingdom,204,243.31,13:07:00,08/09/2021
571545,2021-10-17 16:59:00,,United Kingdom,11,13.65,16:59:00,17/10/2021
562155,2021-08-03 11:24:00,17940.0,United Kingdom,648,162.0,11:24:00,03/08/2021
561047,2021-07-24 12:46:00,16948.0,United Kingdom,1368,194.48,12:46:00,24/07/2021
568527,2021-09-27 13:21:00,13178.0,United Kingdom,539,765.0,13:21:00,27/09/2021
563382,2021-08-16 10:50:00,18221.0,United Kingdom,145,169.85,10:50:00,16/08/2021
549196,2021-04-07 10:33:00,14911.0,EIRE,271,356.23,10:33:00,07/04/2021
577599,2021-11-21 08:26:00,15738.0,United Kingdom,202,316.9,08:26:00,21/11/2021
569567,2021-10-05 09:56:00,16059.0,United Kingdom,40,105.3,09:56:00,05/10/2021
576347,2021-11-14 15:38:00,13268.0,United Kingdom,2,8.2,15:38:00,14/11/2021
544569,2021-02-21 12:58:00,16980.0,United Kingdom,418,732.36,12:58:00,21/02/2021
542865,2021-02-01 12:08:00,12929.0,United Kingdom,37,117.85,12:08:00,01/02/2021
562789,2021-08-09 13:50:00,14646.0,Netherlands,7807,12341.21,13:50:00,09/08/2021
567798,2021-09-22 12:00:00,13089.0,United Kingdom,331,886.63,12:00:00,22/09/2021
565577,2021-09-05 12:24:00,14177.0,United Kingdom,2,7.5,12:24:00,05/09/2021
550915,2021-04-21 13:30:00,13263.0,United Kingdom,69,133.59,13:30:00,21/04/2021
541293,2021-01-17 13:39:00,15311.0,United Kingdom,145,394.57,13:39:00,17/01/2021
578688,2021-11-25 09:27:00,16719.0,United Kingdom,235,292.67,09:27:00,25/11/2021
560896,2021-07-21 17:26:00,15623.0,United Kingdom,125,301.03,17:26:00,21/07/2021
561711,2021-07-29 11:45:00,13414.0,United Kingdom,368,532.8,11:45:00,29/07/2021
575701,2021-11-10 16:59:00,13396.0,United Kingdom,461,973.72,16:59:00,10/11/2021
547886,2021-03-28 09:21:00,13652.0,United Kingdom,178,329.44,09:21:00,28/03/2021
562467,2021-08-05 11:50:00,13513.0,United Kingdom,109,205.1,11:50:00,05/08/2021
563927,2021-08-21 15:01:00,14013.0,United Kingdom,258,199.22,15:01:00,21/08/2021
581471,2021-12-08 19:29:00,14702.0,United Kingdom,76,199.29,19:29:00,08/12/2021
573230,2021-10-28 11:55:00,13199.0,United Kingdom,48,85.92,11:55:00,28/10/2021
568656,2021-09-28 12:21:00,14911.0,EIRE,70,141.62,12:21:00,28/09/2021
554502,2021-05-24 14:47:00,14289.0,United Kingdom,26,124.68,14:47:00,24/05/2021
581017,2021-12-07 10:06:00,14910.0,United Kingdom,80,110.8,10:06:00,07/12/2021
540116,2021-01-05 09:54:00,,United Kingdom,2,10.13,09:54:00,05/01/2021
546428,2021-03-13 14:55:00,12681.0,France,185,343.29,14:55:00,13/03/2021
571090,2021-10-13 15:28:00,15271.0,United Kingdom,34,79.5,15:28:00,13/10/2021
540856,2021-01-12 10:16:00,16655.0,United Kingdom,373,812.25,10:16:00,12/01/2021
568242,2021-09-26 12:11:00,14931.0,Channel Islands,181,261.65,12:11:00,26/09/2021
550713,2021-04-20 11:11:00,15159.0,United Kingdom,1,12.5,11:11:00,20/04/2021
542100,2021-01-25 13:15:00,15339.0,United Kingdom,159,257.9,13:15:00,25/01/2021
549833,2021-04-12 13:19:00,13458.0,United Kingdom,666,1015.14,13:19:00,12/04/2021
571918,2021-10-19 16:05:00,17350.0,United Kingdom,240,156.24,16:05:00,19/10/2021
537759,2020-12-08 11:42:00,13126.0,United Kingdom,108,203.64,11:42:00,08/12/2020
555940,2021-06-08 10:10:00,14191.0,United Kingdom,98,357.6,10:10:00,08/06/2021
560834,2021-07-21 12:15:00,16523.0,United Kingdom,204,484.4,12:15:00,21/07/2021
554366,2021-05-24 10:24:00,17450.0,United Kingdom,3084,9468.48,10:24:00,24/05/2021
566520,2021-09-13 11:26:00,17757.0,United Kingdom,61,161.19,11:26:00,13/09/2021
537471,2020-12-07 10:51:00,14344.0,United Kingdom,3,17.85,10:51:00,07/12/2020
562034,2021-08-02 09:14:00,12449.0,Belgium,267,777.95,09:14:00,02/08/2021
568332,2021-09-26 14:30:00,13434.0,United Kingdom,240,461.4,14:30:00,26/09/2021
556823,2021-06-15 10:24:00,,United Kingdom,8,77.72,10:24:00,15/06/2021
537456,2020-12-07 09:43:00,17450.0,United Kingdom,780,1989.24,09:43:00,07/12/2020
569693,2021-10-05 15:18:00,17837.0,United Kingdom,105,250.95,15:18:00,05/10/2021
573131,2021-10-27 16:44:00,15622.0,United Kingdom,106,381.95,16:44:00,27/10/2021
540099,2021-01-04 16:41:00,15808.0,United Kingdom,322,733.92,16:41:00,04/01/2021
546220,2021-03-10 12:16:00,16745.0,United Kingdom,584,541.1,12:16:00,10/03/2021
560252,2021-07-17 12:35:00,13468.0,United Kingdom,61,115.87,12:35:00,17/07/2021
569653,2021-10-05 12:52:00,12451.0,Switzerland,1650,2539.56,12:52:00,05/10/2021
553545,2021-05-17 15:37:00,,United Kingdom,68,430.14,15:37:00,17/05/2021
575475,2021-11-09 16:03:00,17702.0,United Kingdom,302,485.6,16:03:00,09/11/2021
575703,2021-11-10 16:59:00,13767.0,United Kingdom,902,1735.3,16:59:00,10/11/2021
556279,2021-06-09 19:55:00,14562.0,United Kingdom,59,215.39,19:55:00,09/06/2021
578951,2021-11-27 14:40:00,15514.0,United Kingdom,277,499.23,14:40:00,27/11/2021
578947,2021-11-27 13:49:00,14547.0,United Kingdom,438,534.58,13:49:00,27/11/2021
570129,2021-10-07 13:34:00,12885.0,United Kingdom,293,519.47,13:34:00,07/10/2021
566607,2021-09-13 16:40:00,13032.0,United Kingdom,175,496.3,16:40:00,13/09/2021
580887,2021-12-06 12:26:00,13755.0,United Kingdom,80,156.9,12:26:00,06/12/2021
552523,2021-05-09 16:38:00,15797.0,United Kingdom,200,330.0,16:38:00,09/05/2021
541263,2021-01-16 16:10:00,16843.0,United Kingdom,534,759.06,16:10:00,16/01/2021
542796,2021-02-01 11:07:00,17356.0,United Kingdom,166,178.22,11:07:00,01/02/2021
566776,2021-09-15 09:53:00,14911.0,EIRE,226,368.37,09:53:00,15/09/2021
544170,2021-02-16 14:01:00,16148.0,United Kingdom,72,76.32,14:01:00,16/02/2021
539469,2020-12-19 13:59:00,17841.0,United Kingdom,152,283.52,13:59:00,19/12/2020
549670,2021-04-11 12:45:00,16168.0,United Kingdom,88,141.2,12:45:00,11/04/2021
573902,2021-11-01 14:51:00,17428.0,United Kingdom,48,311.18,14:51:00,01/11/2021
544826,2021-02-24 09:36:00,14513.0,United Kingdom,7,18.75,09:36:00,24/02/2021
541086,2021-01-13 12:32:00,16503.0,United Kingdom,118,353.7,12:32:00,13/01/2021
543824,2021-02-14 09:31:00,14631.0,United Kingdom,160,309.5,09:31:00,14/02/2021
552464,2021-05-09 15:12:00,12726.0,France,333,223.4,15:12:00,09/05/2021
551515,2021-05-01 10:51:00,15606.0,United Kingdom,104,320.88,10:51:00,01/05/2021
540160,2021-01-05 11:50:00,15769.0,United Kingdom,1032,2574.48,11:50:00,05/01/2021
565631,2021-09-05 15:49:00,14680.0,United Kingdom,568,1226.16,15:49:00,05/09/2021
580281,2021-12-02 13:15:00,12704.0,Finland,81,198.76,13:15:00,02/12/2021
559157,2021-07-06 15:53:00,13999.0,United Kingdom,167,307.03,15:53:00,06/07/2021
566257,2021-09-11 12:34:00,13324.0,United Kingdom,680,855.6,12:34:00,11/09/2021
554286,2021-05-23 14:16:00,17686.0,United Kingdom,97,386.96,14:16:00,23/05/2021
546741,2021-03-16 12:22:00,13261.0,United Kingdom,20,99.0,12:22:00,16/03/2021
546029,2021-03-09 08:59:00,15206.0,United Kingdom,6,17.7,08:59:00,09/03/2021
543278,2021-02-06 14:43:00,16745.0,United Kingdom,406,203.82,14:43:00,06/02/2021
540630,2021-01-10 11:59:00,17849.0,United Kingdom,19,217.75,11:59:00,10/01/2021
559817,2021-07-12 16:20:00,,United Kingdom,652,1839.58,16:20:00,12/07/2021
547563,2021-03-24 08:56:00,15651.0,United Kingdom,238,227.32,08:56:00,24/03/2021
554105,2021-05-22 14:04:00,14711.0,United Kingdom,111,213.06,14:04:00,22/05/2021
539442,2020-12-17 15:39:00,16558.0,United Kingdom,127,311.15,15:39:00,17/12/2020
563952,2021-08-22 10:44:00,15572.0,United Kingdom,267,679.25,10:44:00,22/08/2021
545162,2021-02-28 13:35:00,16187.0,United Kingdom,247,480.9,13:35:00,28/02/2021
564966,2021-08-31 15:08:00,17677.0,United Kingdom,24,34.8,15:08:00,31/08/2021
578354,2021-11-24 10:12:00,17139.0,United Kingdom,232,468.52,10:12:00,24/11/2021
550986,2021-04-21 18:06:00,,United Kingdom,378,1654.97,18:06:00,21/04/2021
572926,2021-10-27 09:23:00,15659.0,United Kingdom,111,306.45,09:23:00,27/10/2021
570292,2021-10-10 11:59:00,13418.0,United Kingdom,124,370.68,11:59:00,10/10/2021
550972,2021-04-21 17:05:00,14031.0,United Kingdom,46,99.63,17:05:00,21/04/2021
541850,2021-01-23 13:58:00,14224.0,United Kingdom,99,244.3,13:58:00,23/01/2021
573124,2021-10-27 16:24:00,13654.0,United Kingdom,24,99.6,16:24:00,27/10/2021
571080,2021-10-13 15:19:00,13719.0,United Kingdom,77,250.49,15:19:00,13/10/2021
565420,2021-09-04 12:09:00,16326.0,United Kingdom,85,313.05,12:09:00,04/09/2021
554633,2021-05-25 11:44:00,14287.0,United Kingdom,144,17.28,11:44:00,25/05/2021
543464,2021-02-08 14:15:00,16779.0,United Kingdom,308,364.32,14:15:00,08/02/2021
553655,2021-05-18 11:14:00,16775.0,United Kingdom,31,114.7,11:14:00,18/05/2021
553559,2021-05-17 17:12:00,14931.0,Channel Islands,1,293.0,17:12:00,17/05/2021
551391,2021-04-28 12:06:00,15514.0,United Kingdom,152,385.2,12:06:00,28/04/2021
559491,2021-07-08 13:53:00,,United Kingdom,119,646.04,13:53:00,08/07/2021
544391,2021-02-18 11:53:00,15755.0,United Kingdom,198,314.68,11:53:00,18/02/2021
575039,2021-11-08 11:53:00,15005.0,United Kingdom,245,327.22,11:53:00,08/11/2021
544098,2021-02-16 10:04:00,16019.0,United Kingdom,396,1129.35,10:04:00,16/02/2021
579495,2021-11-29 15:34:00,13576.0,United Kingdom,180,327.48,15:34:00,29/11/2021
565852,2021-09-07 13:11:00,,United Kingdom,7,14.1,13:11:00,07/09/2021
569550,2021-10-04 17:32:00,15955.0,United Kingdom,10,8.5,17:32:00,04/10/2021
556827,2021-06-15 10:29:00,15134.0,United Kingdom,101,171.63,10:29:00,15/06/2021
541278,2021-01-17 11:53:00,14135.0,United Kingdom,52,167.4,11:53:00,17/01/2021
553192,2021-05-15 13:27:00,15333.0,United Kingdom,344,1028.56,13:27:00,15/05/2021
548739,2021-04-04 11:28:00,15493.0,United Kingdom,106,412.49,11:28:00,04/04/2021
562949,2021-08-11 09:47:00,14346.0,United Kingdom,501,759.14,09:47:00,11/08/2021
542806,2021-02-01 11:20:00,12836.0,United Kingdom,254,798.99,11:20:00,01/02/2021
573757,2021-11-01 09:46:00,17166.0,United Kingdom,21,78.75,09:46:00,01/11/2021
542925,2021-02-02 09:39:00,14457.0,United Kingdom,88,113.64,09:39:00,02/02/2021
545158,2021-02-28 13:28:00,15874.0,United Kingdom,52,584.35,13:28:00,28/02/2021
549826,2021-04-12 12:53:00,15044.0,United Kingdom,114,440.5,12:53:00,12/04/2021
573830,2021-11-01 11:35:00,16960.0,United Kingdom,76,148.96,11:35:00,01/11/2021
548196,2021-03-29 15:44:00,16011.0,United Kingdom,63,118.55,15:44:00,29/03/2021
575331,2021-11-09 13:52:00,13209.0,United Kingdom,593,1049.66,13:52:00,09/11/2021
566491,2021-09-13 10:25:00,14060.0,United Kingdom,216,294.24,10:25:00,13/09/2021
556514,2021-06-13 10:45:00,,United Kingdom,2,23.25,10:45:00,13/06/2021
